name= Student_1 ThreadId='Thread_1', nextId=1, homework_score=88, midterm_score=99, final_score=87, project_score=95, quiz_score=65 and his/her final grade are B
name= Student_25 ThreadId='Thread_25', nextId=25, homework_score=92, midterm_score=91, final_score=87, project_score=61, quiz_score=90 and his/her final grade are B
name= Student_18 ThreadId='Thread_18', nextId=18, homework_score=64, midterm_score=84, final_score=78, project_score=93, quiz_score=89 and his/her final grade are B
name= Student_17 ThreadId='Thread_17', nextId=17, homework_score=98, midterm_score=81, final_score=63, project_score=92, quiz_score=78 and his/her final grade are B
name= Student_14 ThreadId='Thread_14', nextId=14, homework_score=90, midterm_score=75, final_score=90, project_score=90, quiz_score=99 and his/her final grade are B
name= Student_13 ThreadId='Thread_13', nextId=13, homework_score=84, midterm_score=86, final_score=65, project_score=94, quiz_score=97 and his/her final grade are B
name= Student_35 ThreadId='Thread_35', nextId=35, homework_score=68, midterm_score=94, final_score=98, project_score=94, quiz_score=81 and his/her final grade are B
name= Student_31 ThreadId='Thread_31', nextId=31, homework_score=75, midterm_score=87, final_score=64, project_score=82, quiz_score=64 and his/her final grade are C
name= Student_32 ThreadId='Thread_32', nextId=32, homework_score=99, midterm_score=66, final_score=95, project_score=76, quiz_score=63 and his/her final grade are C
name= Student_28 ThreadId='Thread_28', nextId=28, homework_score=63, midterm_score=64, final_score=97, project_score=71, quiz_score=80 and his/her final grade are C
name= Student_27 ThreadId='Thread_27', nextId=27, homework_score=88, midterm_score=95, final_score=84, project_score=92, quiz_score=64 and his/her final grade are B
name= Student_10 ThreadId='Thread_10', nextId=10, homework_score=62, midterm_score=100, final_score=71, project_score=77, quiz_score=98 and his/her final grade are B
